htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
uc1.32106018717188,0,ic,5291460,,UC,b24992586,67405535,"1566891892,1566891906,9781566891899,9781566891905",,2006012061,The architecture of language : poems / Quincy Troupe,"Coffee House Press, 2006",bib,2010-09-19 19:30:24,0,2006,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Troupe, Quincy",https://catalog.hathitrust.org/Record/5291460,https://hdl.handle.net/2027/uc1.32106018717188,Coffee House Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state legislature', 'target', 'national endowment for the arts']"
uc1.32106018746203,0,ic,5376749,,UC,b25965839,67405534,"1566891884,9781566891882",,2006012060,The open curtain : a novel / Brian Evenson,"Coffee House Press, 2006",bib,2010-09-10 19:31:12,0,2006,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Evenson, Brian, 1966-",https://catalog.hathitrust.org/Record/5376749,https://hdl.handle.net/2027/uc1.32106018746203,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'buuck family foundation', 'bush foundation', 'patrick and aimee butler family foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts']"
uc1.32106018792512,0,ic,5616272,,UC,b27371578,123818338,"1566892031,9781566892032",,2007017772,How to be perfect / by Ron Padgett,"Coffee House Press, c2007",bib,2010-09-23 20:33:45,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Padgett, Ron, 1942-",https://catalog.hathitrust.org/Record/5616272,https://hdl.handle.net/2027/uc1.32106018792512,Coffee House Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', None, 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106018793411,0,ic,5616255,,UC,b27371864,134991479,"156689204X,9781566892049",,2007021003,The marvelous bones of time : excavations and explanations : poetry / by Brenda Coultas,"Coffee House Press, c2007",bib,2010-09-21 19:30:33,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Coultas, Brenda",https://catalog.hathitrust.org/Record/5616255,https://hdl.handle.net/2027/uc1.32106018793411,Coffee House Press,True,True,['new york foundation for the arts']
uc1.32106018793585,0,ic,5616275,,UC,b27371906,137260064,"1566892015,9781566892018",,2007021002,The meat and spirit plan : a novel / Selah Saterstrom,"Coffee House Press, 2007",bib,2010-09-24 20:31:52,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Saterstrom, Selah, 1974-",https://catalog.hathitrust.org/Record/5616275,https://hdl.handle.net/2027/uc1.32106018793585,Coffee House Press,True,True,"['the meat and spirit plan was designed at coffee house press', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106018949211,0,ic,7147837,,UC,b26346515,76901788,"1566892007,9781566892001",,2006039208,Living will : poems / by David Hilton,"Coffee House Press, c2007",bib,2009-12-08 00:30:24,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Hilton, David, 1938-2005",https://catalog.hathitrust.org/Record/7147837,https://hdl.handle.net/2027/uc1.32106018949211,Coffee House Press,True,True,[]
uc1.32106019109997,0,ic,7147688,,UC,b26260591,66463680,"1566891922,9781566891929",,2006012063,Guests of space : [poems] / Anselm Hollo,"Coffee House Press, c2007",bib,2010-08-27 19:31:10,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Hollo, Anselm",https://catalog.hathitrust.org/Record/7147688,https://hdl.handle.net/2027/uc1.32106019109997,Coffee House Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019119301,0,ic,5605266,,UC,b27363302,123912646,"1566892058,9781566892056",,2007017784,Vertigo : poems / Martha Ronk,"Coffee House Press, c2007",bib,2009-11-24 22:30:15,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Ronk, Martha Clare",https://catalog.hathitrust.org/Record/5605266,https://hdl.handle.net/2027/uc1.32106019119301,Coffee House Press,True,True,"[None, 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', 'james r. thorpe foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019142360,0,ic,7147902,,UC,b26356788,"123465139,76786728","156689199X,9781566891998",,2006038521,Skirt full of black : poems / by Sun Yung Shin,"Coffee House Press, 2007",bib,2010-09-24 20:31:52,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Shin, Sun Yung",https://catalog.hathitrust.org/Record/7147902,https://hdl.handle.net/2027/uc1.32106019142360,Coffee House Press,True,True,"['minnesota state arts board', 'jerome foundation', 'jerome foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'bush foundation', 'patrick and aimee butler family foundation', 'foundation for contemporary arts', 'gary fink', 'rebecca rand', None, 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019143087,0,ic,5560230,,UC,b26357021,76481526,"1566891965,9781566891967",,2006038520,ULULU : clown shrapnel / by Thalia Field ; with silent film by Bill Morrison and illustrations by Abbot Stranahan,"Coffee House Press ; Available to the trade through Consortium Book Sales & Distribution, c2007",bib,2010-09-13 19:30:14,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Field, Thalia, 1966-",https://catalog.hathitrust.org/Record/5560230,https://hdl.handle.net/2027/uc1.32106019143087,Coffee House Press,True,True,"['foundation for contemporary arts', 'target', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019144473,0,ic,5560250,,UC,b26366605,76786718,"1566891949,9781566891943",,2006038347,The ocean in the closet : a novel / Yuko Taniguchi,"Coffee House Press, 2007",bib,2009-11-24 22:30:10,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Taniguchi, Yuko, 1975-",https://catalog.hathitrust.org/Record/5560250,https://hdl.handle.net/2027/uc1.32106019144473,Coffee House Press,True,True,"['jerome foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'rebecca rand', None, 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019173472,0,ic,5546755,,UC,b26313443,76897666,"1566891973,9781566891974",,2006039246,Ripple effect : new and selected poems / by Elaine Equi,"Coffee House Press, c2007",bib,2010-09-10 19:31:13,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Equi, Elaine",https://catalog.hathitrust.org/Record/5546755,https://hdl.handle.net/2027/uc1.32106019173472,Coffee House Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'national endowment for the arts', 'mcknight foundation', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'gary fink', 'lenfesty family foundation', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts']"
uc1.32106019179222,0,ic,7147888,,UC,b26355036,76786719,"1566891981,9781566891981",,2006038348,Broken world : poems / by Joseph Lease,"Coffee House Press, c2007",bib,2010-09-20 20:32:36,0,2007,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Lease, Joseph",https://catalog.hathitrust.org/Record/7147888,https://hdl.handle.net/2027/uc1.32106019179222,Coffee House Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'mcknight foundation', 'target', 'patrick and aimee butler family foundation', 'gary fink', 'stephen and isabel keating', 'lenfesty family foundation', 'james r. thorpe foundation', None, 'thompson west', 'woessner freeman family foundation', 'minnesota state arts board', 'national endowment for the arts', None, None]"
uc1.32106019400370,0,ic,8325722,,UC,b29225942,181730493,"1566892090,9781566892094",,2007046387,Open line : a novel / by Ellen Hawley,"Coffee House Press, 2008",bib,2010-07-20 08:55:31,0,2008,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Hawley, Ellen",https://catalog.hathitrust.org/Record/8325722,https://hdl.handle.net/2027/uc1.32106019400370,Coffee House Press,True,True,"['jerome foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', 'buuck family foundation', 'patrick and aimee butler family foundation', 'stephen and isabel keating', 'lenfesty family foundation', 'woessner freeman family foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target']"
uc1.32106019480612,0,ic,5687976,,UC,b29198768,181730495,"1566892066,1566892104,9781566892063,9781566892100",,2007046388,Rounding the human corners : poems / Linda Hogan ; introduction by William Kittredge,"Coffee House Press, 2008",bib,2010-07-20 08:56:14,0,2008,mnu,eng,BK,UCSC,universityofcalifornia,universityofcalifornia,google,google,"Hogan, Linda",https://catalog.hathitrust.org/Record/5687976,https://hdl.handle.net/2027/uc1.32106019480612,Coffee House Press,True,True,[]
uc1.b3486496,0,ic,2425831,,UC,GLAD84063134-B,13214497,"0918273188,9780918273185",,86004143,Pick up the house : new & selected poems / Anselm Hollo.,"Coffee House Press ; Distributed by Consortium, 1986.",bib,2009-10-12 21:30:06,0,1986,mnu,eng,BK,NRLF,universityofcalifornia,universityofcalifornia,google,google,"Hollo, Anselm.",https://catalog.hathitrust.org/Record/2425831,https://hdl.handle.net/2027/uc1.b3486496,Coffee House Press,True,True,['national endowment for the arts']
uc1.b3966855,0,ic,2876705,,UC,GLAD100941147-B,29319633,"1566890179,9781566890175",,93023686,Losing Absalom : a novel / by Alexs D. Pate.,"Coffee House Press, 1994.",bib,2009-05-30 22:30:10,0,1994,mnu,eng,BK,NRLF,universityofcalifornia,universityofcalifornia,google,google,"Pate, Alexs D., 1950-",https://catalog.hathitrust.org/Record/2876705,https://hdl.handle.net/2027/uc1.b3966855,Coffee House Press,True,True,"['the minnesota center for book arts', 'star tribune foundation', 'mcknight foundation', 'target', 'lannan foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', ""lila wallace reader's digest fund"", None]"
uc1.b4354547,0,ic,9508219,,UC,b167850489,14098391,"0918273226,9780918273222",,"86020794,86020794 /AC",Bobby's girl : a novel / by Rochelle Ratner.,"Coffee House Press, 1986.",bib,2011-03-04 19:30:41,0,1986,mnu,eng,BK,NRLF,universityofcalifornia,universityofcalifornia,google,google,"Ratner, Rochelle.",https://catalog.hathitrust.org/Record/9508219,https://hdl.handle.net/2027/uc1.b4354547,Coffee House Press,True,True,['national endowment for the arts']
uc1.b4356092,0,ic,2710188,,UC,b167858105,25200652,"0918273951,9780918273956",,92000817,The price of eggs : stories / by Anne Panning.,"Coffee House Press, 1992.",bib,2011-03-10 20:31:33,0,1992,mnu,eng,BK,NRLF,universityofcalifornia,universityofcalifornia,google,google,"Panning, Anne, 1966-",https://catalog.hathitrust.org/Record/2710188,https://hdl.handle.net/2027/uc1.b4356092,Coffee House Press,True,True,"['thanks jerome foundation', 'minnesota state arts board', 'national endowment for the arts', 'northwest area foundation']"
uc1.b4356137,0,ic,6224657,,UC,GLAD50895437-B,22344964,"091827379X,9780918273796",,"90002690,90002690//r91",The Samaritan treasure : stories / by Marianne Luban.,"Coffee House Press ; Distributed to trade by Consortium Book Sales and Distribution, 1990.",bib,2010-09-16 19:31:27,0,1990,mnu,eng,BK,NRLF,universityofcalifornia,universityofcalifornia,google,google,"Luban, Marianne, 1946-",https://catalog.hathitrust.org/Record/6224657,https://hdl.handle.net/2027/uc1.b4356137,Coffee House Press,True,True,"['national endowment for the arts', 'target', 'star tribune foundation', 'jerome foundation', 'northwest area foundation']"
